id,cid,usn,ease,ivl,lastIvl,factor,time,type
1611843329226,1611524844627,0,2,2,1,2350,21176,1
1611843339947,1611524250017,0,1,-600,3,2300,10716,1
1611843348733,1611524144994,0,3,4,1,2300,8784,1
1611843365358,1611524289115,0,1,-600,3,2300,16622,1
1611843377606,1611524198150,0,3,9,3,2500,12245,1
1611843398839,1611524086555,0,3,9,3,2500,21230,1
1611843411490,1611524206617,0,4,10,3,2650,12649,1
1611843417746,1611524334407,0,4,7,3,2650,6207,1
1611843423655,1611524306789,0,4,8,3,2650,5908,1
1611843431331,1611524221829,0,3,8,3,2500,7673,1
1611843434362,1611524266028,0,4,7,3,2650,3028,1
1611843448213,1611524431321,0,1,-600,3,2300,13848,1
1611843457283,1611524258235,0,3,7,3,2500,9067,1
1611843466237,1611524250017,0,2,1,-600,2300,8951,2
1611843472244,1611524289115,0,2,1,-600,2300,6004,2
1611843483561,1611524431321,0,2,1,-600,2300,11314,2
1611849991709,1611654406432,0,1,-60,-60,0,60000,0
1611850039953,1611655467034,0,3,5,-60,2500,48242,0
1611850048243,1611655572064,0,3,3,-60,2500,8287,0
1611850099240,1611655691530,0,3,4,-60,2500,37600,0
1611850116818,1611654406432,0,3,3,-60,2500,17551,0
1611850143448,1611655808147,0,1,-60,-60,0,26629,0
1611850156005,1611656246010,0,3,4,-60,2500,12554,0
1611850197867,1611656476985,0,2,-600,-60,0,33174,0
1611850209161,1611656540341,0,3,5,-60,2500,11291,0
1611850221461,1611656670688,0,3,5,-60,2500,12297,0
1611850265590,1611655808147,0,3,4,-60,2500,44126,0
1611850285249,1611656857352,0,3,3,-60,2500,19656,0
1611850312506,1611848925713,0,1,-60,-60,0,27254,0
1611850345625,1611849188539,0,3,4,-60,2500,33116,0
1611850366285,1611849390637,0,3,5,-60,2500,20657,0
1611850471668,1611849558647,0,3,3,-60,2500,9727,0
1611850488817,1611848925713,0,3,4,-60,2500,17146,0
1611850499881,1611849627104,0,3,5,-60,2500,11060,0
1611850513367,1611849647298,0,3,4,-60,2500,13485,0
1611850533489,1611849791839,0,3,3,-60,2500,20120,0
1611850568617,1611849866536,0,2,-600,-60,0,35125,0
1611850574137,1611656476985,0,3,5,-600,2500,5517,0
1611850584677,1611849866536,0,3,4,-600,2500,10537,0
1611922291336,1611652704028,0,2,4,3,2350,53047,1
1611922305109,1611652211859,0,3,5,3,2500,13769,1
1611922314376,1611653065154,0,4,8,3,2650,9264,1
1611922327769,1611652652436,0,4,10,3,2650,13390,1
1611922341228,1611652383997,0,3,5,3,2500,13457,1
1611922358031,1611653417877,0,3,7,3,2500,16799,1
1611922394135,1611652324351,0,1,-600,3,2300,36101,1
1611922418952,1611653472090,0,3,9,3,2500,24816,1
1611922433081,1611654125621,0,3,7,3,2500,14127,1
1611922474792,1611606659307,0,2,4,3,2350,41707,1
1611922572105,1611652324351,0,2,1,-600,2300,60000,2
1611922607994,1611479057259,0,3,8,4,2500,8342,1
1611922618500,1611478026917,0,3,11,5,2500,10503,1
1611922634336,1611478378065,0,3,2,1,2300,15833,1
1611922637942,1611478975390,0,4,11,4,2650,3603,1
1611922655177,1611479168494,0,3,3,1,2300,17233,1
1611922663823,1611478119518,0,3,12,5,2500,8643,1
1611922681566,1611478070862,0,3,8,4,2500,17741,1
1611922691511,1611479102570,0,4,4,1,2450,9942,1
1611922761999,1611524372067,0,1,-600,4,2300,60000,1
1611922778324,1611524169966,0,1,-600,4,2300,16322,1
1611922791419,1611524431321,0,1,-600,1,2100,13094,1
1611922807932,1611524592824,0,3,7,3,2500,16510,1
1611922816252,1611524318317,0,3,9,4,2500,8317,1
1611922827465,1611524250017,0,2,3,1,2150,11210,1
1611922876424,1611525904599,0,3,6,3,2500,48956,1
1611922885718,1611524289115,0,3,4,1,2300,9250,1
1611922895694,1611524828024,0,3,9,3,2500,9973,1
1611922903679,1611524160298,0,1,-600,4,2300,7982,1
1611922912379,1611524706759,0,3,9,3,2500,8697,1
1611922942898,1611524372067,0,2,1,-600,2300,30518,2
1611922948275,1611524169966,0,2,1,-600,2300,5375,2
1611922959124,1611524431321,0,2,1,-600,2100,10846,2
1611922963014,1611524160298,0,2,1,-600,2300,3887,2
1612035744907,1611654163504,0,3,8,4,2500,32347,1
1612035761856,1611652581482,0,2,6,4,2350,16947,1
1612035786600,1611923234564,0,3,5,-60,2500,24740,0
1612035831122,1611652324351,0,4,3,1,2450,44520,1
1612035843861,1611923281187,0,3,4,-60,2500,12736,0
1612035871233,1611652521963,0,3,8,4,2500,27369,1
1612035899020,1611923773572,0,2,-600,-60,0,27785,0
1612035925514,1611653896935,0,4,15,4,2650,26491,1
1612035960317,1611923828698,0,3,4,-60,2500,34800,0
1612035982247,1611923860025,0,3,5,-60,2500,21927,0
1612035994994,1611923901436,0,3,4,-60,2500,12744,0
1612036024567,1611924102732,0,1,-60,-60,0,29570,0
1612036061048,1611924126047,0,1,-60,-60,0,36434,0
1612036087590,1611924285243,0,2,-600,-60,0,26538,0
1612036130670,1611924472418,0,2,-600,-60,0,43077,0
1612036165761,1611924102732,0,3,5,-60,2500,35088,0
1612036199089,1611924126047,0,3,4,-60,2500,33325,0
1612036210625,1611924518045,0,3,5,-60,2500,11533,0
1612036229035,1611924617822,0,2,-600,-60,0,18407,0
1612101209528,1611924881381,0,1,-60,-60,0,60000,0
1612101229263,1611923773572,0,3,3,-600,2500,19717,0
1612101255040,1611924472418,0,1,-60,-600,0,25774,0
1612101282576,1611924285243,0,3,5,-600,2500,27534,0
1612101300560,1611924617822,0,3,5,-600,2500,17981,0
1612101314889,1611924967972,0,1,-60,-60,0,14325,0
1612101347011,1611652185637,0,3,10,5,2500,32119,1
1612101364716,1611924472418,0,3,4,-60,2500,17702,0
1612101393257,1611925172237,0,3,3,-60,2500,28538,0
1612101402867,1611924967972,0,3,4,-60,2500,9608,0
1612101421042,1611654374692,0,4,14,5,2650,18173,1
1612101473365,1611925220738,0,1,-60,-60,0,52320,0
1612101484102,1611654406432,0,3,8,3,2500,10734,1
1612101506306,1611849791839,0,3,6,3,2500,22201,1
1612101863431,1611926513840,0,1,-60,-60,0,60000,0
1612101890773,1611925220738,0,3,4,-60,2500,27339,0
1612101906541,1611606604660,0,3,14,5,2500,15746,1
1612102095984,1611652472367,0,1,-600,5,2300,60000,1
1612102203097,1611926513840,0,3,4,-60,2500,9985,0
1612102256805,1611652273536,0,3,11,5,2500,53703,1
1612102269424,1611655572064,0,4,7,3,2650,12616,1
1612102278645,1611652493320,0,4,17,5,2650,9219,1
1612102298472,1611849558647,0,3,6,3,2500,19825,1
1612102318765,1611656857352,0,4,7,3,2650,20290,1
1612102395197,1611924881381,0,1,-60,-60,0,15794,0
1612102412578,1611924881381,0,3,4,-60,2500,17377,0
1612102450368,1611652472367,0,2,1,-600,2300,37787,2
1612105330244,1611479073075,0,4,21,5,2650,5705,1
1612105351828,1611479202341,0,4,21,5,2650,21531,1
1612105362474,1611478378065,0,4,6,2,2450,10644,1
1612105376401,1611524160298,0,4,6,1,2450,8391,1
1612105422488,1611524372067,0,1,-600,1,2100,46084,1
1612105433681,1611524431321,0,4,4,1,2250,11190,1
1612105449452,1611525619498,0,4,18,5,2650,15768,1
1612105480463,1611524811630,0,3,10,5,2500,31008,1
1612105495322,1611526082377,0,3,11,4,2500,14857,1
1612105507443,1611524231313,0,1,-600,5,2300,12118,1
1612105519338,1611524781441,0,1,-600,4,2300,11892,1
1612105524818,1611524134063,0,3,12,5,2500,5478,1
1612105529589,1611524169966,0,3,2,1,2300,4768,1
1612105540129,1611524178036,0,1,-600,5,2300,10539,1
1612105562786,1611524844627,0,3,3,2,2350,22654,1
1612105591359,1611524372067,0,2,1,-600,2100,28570,2
1612105597430,1611524231313,0,1,-600,-600,2300,6068,2
1612105601711,1611524781441,0,2,1,-600,2300,4278,2
1612105605066,1611524178036,0,2,1,-600,2300,3353,2
1612105608184,1611524231313,0,2,1,-600,2300,3114,2
1612194210161,1611849866536,0,1,-600,4,2300,34155,1
1612194226100,1611849647298,0,1,-600,4,2300,15934,1
1612194260730,1611655808147,0,2,6,4,2350,34627,1
1612194275634,1611849188539,0,2,5,4,2350,14901,1
1612194297837,1611655691530,0,4,14,4,2650,22201,1
1612194325722,1611848925713,0,2,5,4,2350,27882,1
1612194339634,1611656246010,0,3,8,4,2500,13909,1
1612194384530,1611652472367,0,2,2,1,2150,44893,1
1612194390850,1611849866536,0,2,1,-600,2300,6317,2
1612194397032,1611849647298,0,2,1,-600,2300,6180,2
1612194414005,1611479168494,0,3,5,3,2300,11610,1
1612194426769,1611524250017,0,4,6,3,2300,7470,1
1612194431691,1611524231313,0,1,-600,1,2100,4919,1
1612194464281,1611524372067,0,4,3,1,2250,32587,1
1612194473788,1611524781441,0,3,4,1,2300,9504,1
1612194486392,1611524144994,0,3,9,4,2300,12580,1
1612194490369,1611524178036,0,3,3,1,2300,3973,1
1612194507355,1611524231313,0,2,1,-600,2100,16983,2
1612274131755,1611655467034,0,3,14,5,2500,26427,1
1612274179673,1611849627104,0,3,12,5,2500,47914,1
1612274201209,1611849647298,0,3,4,1,2300,21534,1
1612274242313,1611652704028,0,3,11,4,2350,41101,1
1612274258158,1611652324351,0,3,5,3,2450,15843,1
1612274277762,1611656670688,0,3,14,5,2500,19601,1
1612274285845,1611656476985,0,4,15,5,2650,8080,1
1612274312772,1611849390637,0,3,11,5,2500,26924,1
1612274340072,1611656540341,0,4,18,5,2650,27298,1
1612274434888,1611849866536,0,4,3,1,2450,60000,1
1612274479971,1611606659307,0,3,9,4,2350,45064,1
1612274494692,1611479102570,0,4,12,4,2600,10077,1
1612274510110,1611524169966,0,3,4,2,2300,8635,1
1612274515388,1611524289115,0,1,-600,4,2100,5276,1
1612274521503,1611524231313,0,1,-600,1,1900,6112,1
1612274525751,1611524289115,0,2,1,-600,2100,4245,2
1612274528365,1611524231313,0,2,1,-600,1900,2611,2
1612390444067,1611923773572,0,3,8,3,2500,48728,1
1612390452460,1611652211859,0,4,15,5,2650,8390,1
1612390466219,1611923828698,0,3,9,4,2500,13756,1
1612390505411,1611925172237,0,3,5,3,2500,9264,1
1612390518295,1611923281187,0,3,10,4,2500,12881,1
1612390554127,1611652383997,0,2,6,5,2350,13505,1
1612390597547,1611923901436,0,3,12,4,2500,43416,1
1612390613328,1611652472367,0,3,4,2,2150,15778,1
1612390635066,1612281500821,0,2,-600,-60,0,21734,0
1612390657688,1611924126047,0,1,-600,4,2300,22619,1
1612390670720,1611924126047,0,2,1,-600,2300,13030,2
1612390728770,1612281500821,0,2,1,-600,2500,58047,0
1612390740868,1611524289115,0,1,-600,1,1900,7450,1
1612390745417,1611524231313,0,3,4,1,1900,4546,1
1612390761266,1611524844627,0,3,8,3,2350,15846,1
1612390763827,1611524289115,0,2,1,-600,1900,2558,2
1612449024187,1611926513840,0,3,11,4,2500,26266,1
1612449056029,1611924126047,0,1,-600,1,2100,31838,1
1612449078394,1611924967972,0,2,5,4,2350,22362,1
1612449117427,1611925220738,0,3,10,4,2500,39030,1
1612449126101,1611924518045,0,4,16,5,2650,8671,1
1612449200502,1611924472418,0,1,-600,4,2300,60000,1
1612449223321,1611924102732,0,3,12,5,2500,22816,1
1612449265383,1612281500821,0,3,2,1,2500,42059,1
1612449324037,1611924881381,0,1,-600,4,2300,58652,1
1612449337126,1611923234564,0,4,15,5,2650,13026,1
1612449377204,1611923860025,0,3,10,5,2500,40074,1
1612449432756,1611924126047,0,2,1,-600,2100,55550,2
1612449461793,1611924472418,0,1,-600,-600,2300,29034,2
1612449477623,1611924881381,0,2,1,-600,2300,15827,2
1612449492832,1611924472418,0,2,1,-600,2300,15206,2
1612449514080,1611149763782,0,3,17,7,2500,16823,1
1612449526736,1611524289115,0,3,4,1,1900,7675,1
1612449547616,1611525904599,0,3,15,6,2500,20878,1
1612449553035,1611524334407,0,3,17,7,2650,5416,1
1612449559822,1611524431321,0,3,9,4,2250,6785,1
1612449563823,1611524266028,0,3,19,7,2650,3999,1
1612449579156,1611524372067,0,3,5,3,2250,15330,1
1612449586952,1611524258235,0,3,16,7,2500,7792,1
1612449590754,1611524178036,0,3,6,3,2300,3800,1
1612522343496,1611654125621,0,3,15,7,2500,39909,1
1612522366789,1611924617822,0,4,18,5,2650,23289,1
1612522379918,1612455233292,0,3,3,-60,2500,13125,0
1612522401833,1611924126047,0,3,2,1,2100,21913,1
1612522431538,1612455413050,0,2,-600,-60,0,29703,0
1612522459474,1611924881381,0,3,2,1,2300,27933,1
1612522508158,1612455691823,0,2,-600,-60,0,48681,0
1612522532152,1611849866536,0,3,7,3,2450,23992,1
1612522582938,1612455853107,0,3,5,-60,2500,12313,0
1612522596494,1611653417877,0,4,24,7,2650,13552,1
1612522634343,1612455955187,0,2,-600,-60,0,4576,0
1612522654316,1611652581482,0,3,15,6,2350,19969,1
1612522690793,1612456295745,0,2,-600,-60,0,36475,0
1612522713538,1611924285243,0,3,11,5,2500,22744,1
1612522720978,1612456365114,0,3,3,-60,2500,7437,0
1612522759136,1611924472418,0,1,-600,1,2100,38156,1
1612522766003,1612456516658,0,3,5,-60,2500,6864,0
1612522777043,1612456562519,0,3,4,-60,2500,11039,0
1612522782975,1612456670748,0,3,3,-60,2500,5930,0
1612522807371,1612456761915,0,1,-60,-60,0,24393,0
1612522819682,1612456895836,0,3,3,-60,2500,12309,0
1612522898901,1612457124538,0,2,-600,-60,0,60000,0
1612522917725,1612456761915,0,3,3,-60,2500,18806,0
1612523021087,1612457253022,0,1,-60,-60,0,32957,0
1612523054212,1612457287549,0,3,5,-60,2500,10281,0
1612523066824,1612457660518,0,1,-60,-60,0,12609,0
1612523076138,1612457883552,0,3,5,-60,2500,9311,0
1612523097492,1612457938575,0,2,-600,-60,0,21351,0
1612523127117,1612457253022,0,3,4,-60,2500,29623,0
1612523132944,1612457660518,0,3,4,-60,2500,5824,0
1612523159065,1612455691823,0,3,3,-600,2500,26118,0
1612523172601,1612455413050,0,3,4,-600,2500,13533,0
1612523186929,1612455955187,0,1,-60,-600,0,14325,0
1612523213680,1611924472418,0,2,1,-600,2100,26748,2
1612523225972,1612455955187,0,2,-600,-60,0,12274,0
1612523240777,1612456295745,0,2,1,-600,2500,14801,0
1612523274093,1612457124538,0,2,1,-600,2500,33313,0
1612523297717,1612457938575,0,3,4,-600,2500,23622,0
1612523311277,1612455955187,0,2,1,-600,2500,13556,0
1612523322716,1611478094450,0,1,-600,8,2300,6472,1
1612523342072,1611479141925,0,1,-600,8,2300,19354,1
1612523359374,1611478255717,0,3,20,8,2500,17301,1
1612523368665,1611478047545,0,3,23,8,2500,9288,1
1612523372386,1611478094450,0,2,1,-600,2300,3717,2
1612523389961,1611479141925,0,2,1,-600,2300,17572,2
1612523402323,1611524306789,0,4,24,8,2800,7050,1
1612523417925,1611524781441,0,3,8,4,2300,15599,1
1612523441733,1611524592824,0,2,8,7,2350,23805,1
1612523456277,1611524221829,0,2,9,8,2350,14540,1
1612628423956,1611848925713,0,2,6,5,2200,31276,1
1612628436940,1611849558647,0,4,20,6,2650,12979,1
1612628565620,1611849188539,0,1,-600,5,2150,60000,1
1612628587421,1611849647298,0,1,-600,4,2100,21798,1
1612628611199,1611924472418,0,2,2,1,1950,23775,1
1612628623906,1611653065154,0,3,24,8,2650,12704,1
1612628647169,1612457124538,0,3,2,1,2500,23259,1
1612628778712,1612455955187,0,1,-600,1,2300,60000,1
1612628828755,1611849791839,0,3,16,6,2500,5260,1
1612635821290,1612281500821,0,3,4,2,2500,60000,1
1612635838798,1611849188539,0,2,1,-600,2150,17456,2
1612635847767,1611849647298,0,2,1,-600,2100,8966,2
1612635867801,1612455955187,0,2,1,-600,2300,20031,2
1612635938894,1612456295745,0,2,2,1,2350,60000,1
1612635972802,1611478070862,0,3,21,8,2500,14667,1
1612635976858,1611478094450,0,3,3,1,2300,4052,1
1612635988848,1611479168494,0,3,12,5,2300,11987,1
1612635997205,1611478378065,0,3,13,6,2450,8354,1
1612636009520,1611479235245,0,3,20,9,2500,12312,1
1612636013594,1611479057259,0,3,20,8,2500,4071,1
1612636039023,1611479141925,0,3,2,1,2300,25426,1
1612636063919,1611524086555,0,3,24,9,2500,20122,1
1612636076933,1611524198150,0,3,20,9,2500,13012,1
1612636081222,1611524169966,0,3,11,4,2300,4286,1
1612636084863,1611524160298,0,3,13,6,2450,3637,1
1612794622994,1611652472367,0,3,8,4,2150,14305,1
1612794676807,1611924881381,0,3,3,2,2300,53812,1
1612794722470,1612455691823,0,2,4,3,2350,45660,1
1612794750882,1612456295745,0,2,3,2,2200,28409,1
1612794823801,1611652324351,0,3,13,5,2450,60000,1
1612794834311,1611656857352,0,3,19,7,2650,10507,1
1612794857948,1611925172237,0,3,10,5,2500,23635,1
1612794883557,1611924126047,0,1,-600,2,1900,25606,1
1612794911131,1611924472418,0,3,5,2,1950,27570,1
1612794924529,1611849647298,0,4,6,1,2250,13373,1
1612794959311,1611655808147,0,2,8,6,2200,34779,1
1612794973955,1612455233292,0,3,8,3,2500,14641,1
1612795043794,1611654406432,0,2,10,8,2350,60000,1
1612795053277,1612456365114,0,4,8,3,2650,9478,1
1612795063252,1611652521963,0,3,19,8,2500,9973,1
1612795091850,1611849188539,0,3,3,1,2150,28595,1
1612795108530,1611655572064,0,3,19,7,2650,16677,1
1612795126767,1612455955187,0,2,3,1,2150,18233,1
1612795143446,1611653472090,0,3,25,9,2500,16676,1
1612795154712,1612456895836,0,3,9,3,2500,11264,1
1612795170997,1611654163504,0,3,21,8,2500,16282,1
1612795232179,1612456670748,0,3,5,3,2500,60000,1
1612795240875,1611652652436,0,4,35,10,2800,8678,1
1612795270752,1612457124538,0,3,4,2,2500,29874,1
1612795292507,1612456761915,0,3,6,3,2500,21752,1
1612795323873,1611924126047,0,2,1,-600,1900,31363,2
1612795353544,1611479141925,0,3,5,2,2300,23249,1
1612795365917,1611524206617,0,3,28,10,2650,5894,1
1612795375558,1611524250017,0,2,9,6,2150,9638,1
1612795385276,1611524706759,0,4,34,9,2650,9715,1
1612795392813,1611524289115,0,3,8,4,1900,7536,1
1612795400074,1611524318317,0,3,25,9,2500,7257,1
1612795404574,1611524231313,0,2,5,4,1750,4498,1
1612795416485,1611524828024,0,3,19,9,2500,11908,1
1612868862891,1611924967972,0,1,-600,5,2150,57003,1
1612868892284,1612457938575,0,2,5,4,2350,29389,1
1612868907091,1612795978371,0,3,3,-60,2500,14804,0
1612868919823,1612456562519,0,3,9,4,2500,12729,1
1612868932936,1612796084055,0,2,-600,-60,0,13110,0
1612868978441,1612457253022,0,2,5,4,2350,45501,1
1612868994223,1612796104833,0,2,-600,-60,0,15781,0
1612869006646,1611656246010,0,3,18,8,2500,12420,1
1612869032851,1612796403949,0,2,-600,-60,0,26202,0
1612869048835,1611652383997,0,3,12,6,2350,15983,1
1612869090558,1612796491295,0,1,-60,-60,0,41720,0
1612869104822,1612457660518,0,1,-600,4,2300,14261,1
1612869171048,1612796643543,0,2,-600,-60,0,60000,0
1612869199158,1612796491295,0,2,-600,-60,0,28107,0
1612869226101,1612455413050,0,3,12,4,2500,26941,1
1612869246378,1611924126047,0,3,4,1,1900,20274,1
1612869259942,1611924967972,0,2,1,-600,2150,13561,2
1612869268473,1612796084055,0,3,5,-600,2500,8527,0
1612869284786,1612796403949,0,3,4,-600,2500,16312,0
1612869292197,1612457660518,0,2,1,-600,2300,7408,2
1612869313239,1612796104833,0,2,1,-600,2500,21039,0
1612869376706,1612796643543,0,2,1,-600,2500,4105,0
1612869393740,1612796491295,0,2,1,-600,2500,17030,0
1612869404801,1611478975390,0,4,33,11,2800,5230,1
1612869423385,1611478026917,0,1,-600,11,2300,18581,1
1612869427746,1611478094450,0,4,8,3,2450,4309,1
1612869435417,1611478026917,0,2,1,-600,2300,7667,2
1612869473541,1611524372067,0,2,6,5,2100,33609,1
1612883994375,1612869647324,0,3,3,-60,2500,10289,0
1612883998279,1612870018802,0,3,4,-60,2500,3903,0
